Data da Venda,ID da Venda,ID do Cliente,Nome do Cliente,Produto,ID do Produto,Categoria,Preço Unitário,Quantidade,Valor Total,Meio de Pagamento,Vendedor,Região,Status da Venda
14/07/2024,0348,237,Emanuelly da Mota,Teclado RGB,2005,Acessórios,300.0,3,900.0,Transferência,Isaac da Cruz,Centro-Oeste,Concluída
10/10/2024,0349,510,Melissa Fernandes,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Dinheiro,Srta. Alana Mendes,Centro-Oeste,Pendente
03/11/2024,0350,395,Miguel da Mota,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Transferência,Paulo Nunes,Sul,Cancelada
17/11/2024,0351,945,Maitê Martins,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Cartão,João Castro,Sudeste,Cancelada
12/03/2024,0352,913,Lucca Martins,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Pix,Alexandre Ferreira,Nordeste,Concluída
28/05/2024,0353,716,Levi Fogaça,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Cartão,Dr. Nathan Alves,Norte,Concluída
11/04/2024,0354,240,Isabelly Duarte,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Transferência,Raul Costa,Nordeste,Pendente
29/06/2024,0355,627,Davi Lucca Nunes,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Pix,Lívia Lima,Nordeste,Cancelada
25/09/2024,0356,731,Pedro Miguel Gonçalves,Teclado RGB,2005,Acessórios,300.0,5,1500.0,Pix,Sr. Enzo Gabriel Cunha,Sul,Pendente
04/07/2024,0357,645,Lorenzo Moura,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Pix,Pietra Vieira,Sudeste,Concluída
01/07/2024,0358,477,Yasmin da Rosa,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Transferência,Rodrigo Cardoso,Sul,Cancelada
23/07/2024,0359,915,Marcela Moreira,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Transferência,Miguel Correia,Centro-Oeste,Pendente
24/01/2024,0360,901,Lívia da Paz,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Transferência,Maria Alice da Costa,Nordeste,Pendente
04/03/2024,0361,744,Dr. Carlos Eduardo da Rocha,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Dinheiro,Dra. Luiza Carvalho,Norte,Pendente
17/07/2024,0362,817,Ana Carolina Ramos,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Cartão,Luiz Gustavo Peixoto,Sudeste,Cancelada
26/06/2024,0363,528,Ana Carolina Rezende,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Dinheiro,Gabriela Aragão,Sudeste,Pendente
02/06/2024,0364,893,Alexandre da Rosa,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Ana Julia Barbosa,Sul,Concluída
13/06/2024,0365,674,Sr. Marcelo Caldeira,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Transferência,Lucas Azevedo,Centro-Oeste,Concluída
21/04/2024,0366,570,Carolina Cunha,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Pix,Sabrina Peixoto,Centro-Oeste,Pendente
25/05/2024,0367,595,Lavínia Nascimento,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Pix,Ana Júlia Viana,Sul,Cancelada
21/02/2024,0368,330,Isabel Costa,Teclado RGB,2005,Acessórios,300.0,3,900.0,Dinheiro,Luiz Otávio Novaes,Sudeste,Cancelada
24/07/2024,0369,591,Thomas das Neves,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Pix,Vitor Gabriel Aragão,Centro-Oeste,Concluída
25/04/2024,0370,687,Nicole Viana,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Pix,Maria Alice Nascimento,Nordeste,Cancelada
15/11/2024,0371,143,Felipe Ramos,Teclado RGB,2005,Acessórios,300.0,1,300.0,Pix,Sr. Guilherme da Mota,Sudeste,Pendente
08/10/2024,0372,362,Arthur Peixoto,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Dinheiro,Stella Aragão,Sul,Cancelada
03/04/2024,0373,675,Bernardo Castro,Teclado RGB,2005,Acessórios,300.0,2,600.0,Cartão,Alícia Porto,Sul,Pendente
20/08/2024,0374,700,Rafaela Barros,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Cartão,Vicente Barbosa,Sul,Concluída
05/06/2024,0375,753,Daniela Viana,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Cartão,Vitor Gabriel Caldeira,Sudeste,Cancelada
24/02/2024,0376,834,Evelyn Dias,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Dra. Gabrielly Martins,Norte,Pendente
02/04/2024,0377,261,Danilo Silveira,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Transferência,Juan Jesus,Nordeste,Cancelada
16/04/2024,0378,428,Matheus da Luz,Teclado RGB,2005,Acessórios,300.0,1,300.0,Cartão,Nicole Pereira,Sul,Concluída
03/08/2024,0379,647,Ana Beatriz Monteiro,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Transferência,Natália Nascimento,Nordeste,Concluída
01/11/2024,0380,956,Gabrielly Peixoto,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Dinheiro,Brenda Jesus,Centro-Oeste,Concluída
26/05/2024,0381,109,Vitor Gabriel Teixeira,Teclado RGB,2005,Acessórios,300.0,5,1500.0,Cartão,Eduarda das Neves,Centro-Oeste,Cancelada
26/04/2024,0382,565,Srta. Letícia Caldeira,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Transferência,Júlia Peixoto,Centro-Oeste,Concluída
04/08/2024,0383,928,Beatriz Nogueira,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Dinheiro,Fernando da Rocha,Sudeste,Pendente
08/05/2024,0384,363,Ana Júlia Porto,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Pix,Sr. Luiz Otávio da Mota,Centro-Oeste,Pendente
21/01/2024,0385,790,João Miguel Barbosa,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Transferência,Diogo da Rosa,Sudeste,Pendente
05/07/2024,0386,435,Isaac Jesus,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Cartão,Enrico da Mota,Nordeste,Concluída
14/10/2024,0387,588,Vinicius Rocha,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Cartão,Samuel da Rocha,Centro-Oeste,Cancelada
03/06/2024,0388,341,Marcos Vinicius Martins,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Pix,João Miguel Rezende,Centro-Oeste,Pendente
26/07/2024,0389,840,Isabella Lima,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Pix,João Guilherme Silva,Nordeste,Concluída
12/07/2024,0390,783,Ana Luiza Ribeiro,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Pix,Sr. João Lucas Lopes,Nordeste,Cancelada
09/06/2024,0391,802,Miguel das Neves,Teclado RGB,2005,Acessórios,300.0,1,300.0,Pix,Srta. Alexia Ferreira,Centro-Oeste,Pendente
02/08/2024,0392,326,Maria Luiza Peixoto,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Transferência,Davi Lucas da Paz,Nordeste,Cancelada
08/05/2024,0393,865,João Miguel Farias,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Transferência,Maria Clara Mendes,Sul,Pendente
09/04/2024,0394,945,Rebeca Rodrigues,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Cartão,Bárbara Moraes,Sul,Cancelada
06/03/2024,0395,640,Thiago Viana,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Cartão,Carolina Viana,Norte,Pendente
06/09/2024,0396,617,Luiz Miguel Azevedo,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Dinheiro,Raul Barros,Nordeste,Cancelada
23/10/2024,0397,974,Juan Cunha,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Daniela Campos,Sul,Cancelada
01/10/2024,0398,193,André da Rosa,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Transferência,Laís Moura,Nordeste,Pendente
24/01/2024,0399,525,Maysa Rocha,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Cartão,Luiza Aragão,Sul,Cancelada
03/01/2024,0400,788,Maria Clara Oliveira,Teclado RGB,2005,Acessórios,300.0,1,300.0,Transferência,Anthony Souza,Centro-Oeste,Concluída
07/10/2024,0401,863,Luiz Otávio Gomes,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Cartão,Luiz Fernando Pinto,Norte,Cancelada
09/11/2024,0402,452,Calebe Castro,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Cartão,Brenda Duarte,Norte,Cancelada
15/03/2024,0403,132,Marcela Fernandes,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Dinheiro,Dr. João Vitor Cardoso,Nordeste,Pendente
24/05/2024,0404,846,Laís Farias,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Transferência,Srta. Fernanda Cardoso,Sudeste,Cancelada
10/09/2024,0405,484,Sophie Azevedo,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Dinheiro,João Nascimento,Centro-Oeste,Concluída
26/05/2024,0406,282,Lorena Caldeira,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Dinheiro,Alana da Cunha,Nordeste,Concluída
02/02/2024,0407,874,Larissa Melo,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Transferência,Ana Luiza Souza,Sul,Cancelada
17/01/2024,0408,644,Enrico Ribeiro,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Dinheiro,Augusto Cardoso,Sudeste,Cancelada
22/09/2024,0409,258,Marcelo Azevedo,Teclado RGB,2005,Acessórios,300.0,2,600.0,Cartão,Ian Aragão,Norte,Pendente
21/03/2024,0410,529,Bianca Novaes,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Dinheiro,Heitor da Cruz,Norte,Concluída
07/08/2024,0411,708,Miguel Nogueira,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Cartão,Maria Cecília Melo,Nordeste,Pendente
29/05/2024,0412,145,Srta. Vitória Cardoso,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Dinheiro,Sofia Monteiro,Sul,Concluída
21/01/2024,0413,872,Leandro Dias,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Pix,Joaquim Novaes,Nordeste,Pendente
27/10/2024,0414,689,Sr. Pedro Miguel Fogaça,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Pix,Luiza Dias,Nordeste,Cancelada
18/05/2024,0415,997,Isis Pinto,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Dinheiro,Rodrigo Nascimento,Sudeste,Cancelada
03/02/2024,0416,381,Evelyn Farias,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Dinheiro,Srta. Ana Júlia Fogaça,Sudeste,Pendente
29/02/2024,0417,607,Raquel da Costa,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Transferência,Sra. Gabrielly Moreira,Sul,Cancelada
11/02/2024,0418,813,Alexandre Lima,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Dinheiro,Isabelly Fogaça,Centro-Oeste,Cancelada
09/02/2024,0419,288,Bryan da Mata,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Dinheiro,Lavínia Silva,Centro-Oeste,Pendente
07/06/2024,0420,247,Antônio Carvalho,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Transferência,Sr. Noah Martins,Sudeste,Pendente
29/05/2024,0421,642,Gustavo Oliveira,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Dinheiro,Stephany Cardoso,Centro-Oeste,Concluída
08/10/2024,0422,438,Elisa Silveira,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Pix,Rodrigo Nascimento,Norte,Pendente
06/03/2024,0423,841,Gabriel Jesus,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Pix,Luiz Felipe da Conceição,Sudeste,Pendente
25/01/2024,0424,719,Leandro Freitas,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Dinheiro,Fernanda Rocha,Sul,Pendente
30/10/2024,0425,787,João Guilherme Fernandes,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Dinheiro,Thiago Sales,Centro-Oeste,Cancelada
18/08/2024,0426,115,Catarina Ramos,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Cartão,Daniel Jesus,Sudeste,Concluída
03/01/2024,0427,812,Helena Nascimento,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Dinheiro,Dr. Isaac Pinto,Sul,Cancelada
12/11/2024,0428,894,Maria Vitória Cunha,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Transferência,Igor da Paz,Sul,Pendente
05/07/2024,0429,467,Sr. João Vitor Lopes,Teclado RGB,2005,Acessórios,300.0,3,900.0,Pix,Vicente Rodrigues,Sul,Cancelada
11/08/2024,0430,577,Igor Nascimento,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Pix,Yuri Novaes,Nordeste,Cancelada
21/05/2024,0431,420,Miguel da Paz,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Dinheiro,Maria Cecília da Mata,Nordeste,Concluída
21/09/2024,0432,367,Alice Rezende,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Dinheiro,Srta. Laura Gonçalves,Nordeste,Cancelada
18/11/2024,0433,335,Srta. Vitória Oliveira,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Dinheiro,Luna Cunha,Sudeste,Pendente
02/09/2024,0434,770,Erick Fernandes,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Transferência,Brenda Pereira,Sudeste,Cancelada
02/11/2024,0435,272,Ana Julia Porto,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Dinheiro,Luana Nunes,Sul,Cancelada
26/07/2024,0436,288,Olivia Peixoto,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Cartão,Alícia Moreira,Norte,Pendente
29/09/2024,0437,149,Maria Vitória Cardoso,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Dinheiro,Vitor Farias,Nordeste,Concluída
12/09/2024,0438,824,Isabella da Cunha,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Dinheiro,Mariana Barbosa,Sul,Cancelada
06/08/2024,0439,482,Nicole Nunes,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Transferência,Dr. Calebe Alves,Sudeste,Concluída
08/02/2024,0440,106,Enzo Gabriel Silva,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Cartão,Dra. Maria Eduarda das Neves,Sul,Pendente
22/06/2024,0441,381,Dr. Lucas Gabriel Santos,Teclado RGB,2005,Acessórios,300.0,1,300.0,Transferência,João Felipe Araújo,Nordeste,Concluída
06/07/2024,0442,198,Gustavo Peixoto,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Dinheiro,Carlos Eduardo da Conceição,Sul,Pendente
15/05/2024,0443,358,Joaquim Ramos,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Transferência,Luiz Henrique Rocha,Norte,Cancelada
15/05/2024,0444,515,Ana Luiza Pires,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Dinheiro,Dra. Lavínia Lopes,Nordeste,Cancelada
27/01/2024,0445,800,Augusto Correia,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Cartão,Joaquim Cavalcanti,Sudeste,Cancelada
19/09/2024,0446,486,Vicente Farias,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Cartão,Camila Vieira,Nordeste,Concluída
03/03/2024,0447,611,Dr. Lucas Gabriel Dias,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Cartão,Marina da Mata,Sul,Concluída
13/03/2024,0448,335,Mirella Pinto,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Transferência,Alice da Paz,Centro-Oeste,Concluída
23/06/2024,0449,176,Lara Nogueira,Teclado RGB,2005,Acessórios,300.0,5,1500.0,Cartão,Thales da Rosa,Nordeste,Cancelada
20/03/2024,0450,116,Vitor Gabriel Campos,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Dinheiro,Ana Lívia Teixeira,Sudeste,Concluída
13/03/2024,0451,406,Dr. Eduardo Ramos,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Dinheiro,Francisco Rodrigues,Sul,Cancelada
23/07/2024,0452,793,Gabrielly Nogueira,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Dinheiro,Julia Correia,Norte,Pendente
15/05/2024,0453,863,Dr. Pedro Henrique da Luz,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Cartão,Rafaela Jesus,Sudeste,Concluída
26/08/2024,0454,958,Ana Júlia Cunha,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Transferência,Sr. Erick Lima,Centro-Oeste,Concluída
15/02/2024,0455,749,João Lucas da Conceição,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Transferência,Joana Peixoto,Nordeste,Cancelada
19/08/2024,0456,666,Murilo Nogueira,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Dinheiro,Carolina Rodrigues,Sul,Pendente
03/09/2024,0457,489,Olivia da Luz,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Pix,Bárbara Rodrigues,Nordeste,Pendente
22/04/2024,0458,175,Diego Lopes,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Dinheiro,Mariane Barros,Sudeste,Pendente
19/05/2024,0459,902,Luigi Cunha,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Pix,João Pedro Santos,Centro-Oeste,Concluída
10/09/2024,0460,193,Júlia Rodrigues,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Transferência,Rafaela Pires,Centro-Oeste,Cancelada
08/07/2024,0461,204,Bruno Araújo,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Dinheiro,Gustavo Azevedo,Sudeste,Cancelada
16/04/2024,0462,670,Luiz Otávio Gomes,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Cartão,Yago Ramos,Norte,Cancelada
07/08/2024,0463,667,Sra. Maria Clara Silva,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Pix,Murilo Correia,Sudeste,Concluída
14/04/2024,0464,398,Isabelly Viana,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Cartão,Vitor Hugo Pires,Sul,Concluída
31/07/2024,0465,685,Kevin Cavalcanti,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Dinheiro,Dra. Sophia Farias,Nordeste,Cancelada
25/04/2024,0466,408,Levi Ferreira,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Dinheiro,Sr. Leonardo Costa,Norte,Concluída
28/10/2024,0467,545,Emanuel Monteiro,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Pix,Dra. Marina Pereira,Sudeste,Concluída
05/03/2024,0468,469,Beatriz da Rocha,Teclado RGB,2005,Acessórios,300.0,2,600.0,Transferência,Benício Monteiro,Sul,Pendente
25/07/2024,0469,300,Noah Teixeira,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Igor Gonçalves,Centro-Oeste,Concluída
22/04/2024,0470,505,Emanuelly Silva,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Transferência,Ana Luiza Cunha,Centro-Oeste,Cancelada
18/10/2024,0471,442,Ana Carolina Freitas,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Dinheiro,Ana Costela,Centro-Oeste,Cancelada
06/04/2024,0472,717,Theo Martins,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Vitor Hugo Novaes,Nordeste,Cancelada
09/07/2024,0473,426,Murilo Fogaça,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Dinheiro,Kamilly Nascimento,Centro-Oeste,Cancelada
24/06/2024,0474,387,Pedro Miguel Carvalho,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Cartão,Maitê Freitas,Sul,Concluída
26/09/2024,0475,706,Dr. Luigi Martins,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Cartão,Agatha Carvalho,Sudeste,Pendente
10/10/2024,0476,314,Maysa Moraes,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Cartão,Luiz Otávio Novaes,Sudeste,Pendente
25/03/2024,0477,611,Clara Sales,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Dinheiro,Igor Gomes,Centro-Oeste,Pendente
11/05/2024,0478,257,Maria Julia Costela,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Cartão,Luiza Mendes,Sudeste,Pendente
22/09/2024,0479,590,Augusto Castro,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Transferência,Valentina Ramos,Sul,Concluída
07/01/2024,0480,909,Davi Lucca Pires,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Cartão,Agatha Pereira,Norte,Concluída
19/03/2024,0481,773,Srta. Milena Jesus,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Cartão,Guilherme Carvalho,Sul,Pendente
11/09/2024,0482,793,Dr. Bruno Moura,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Transferência,Milena da Cunha,Norte,Concluída
21/01/2024,0483,200,Marina Lima,Teclado RGB,2005,Acessórios,300.0,2,600.0,Dinheiro,Dra. Sophia Dias,Sudeste,Cancelada
15/06/2024,0484,500,Ana Laura Castro,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Dinheiro,Enrico Rocha,Centro-Oeste,Concluída
31/01/2024,0485,594,Nicolas das Neves,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Transferência,Nina Pires,Norte,Concluída
04/01/2024,0486,951,Samuel Mendes,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Pix,Kevin Costela,Centro-Oeste,Cancelada
04/07/2024,0487,903,Enzo Nogueira,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Transferência,Thomas Cavalcanti,Centro-Oeste,Cancelada
10/02/2024,0488,199,Dr. Heitor Cunha,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Pix,Stephany Cunha,Norte,Cancelada
06/09/2024,0489,145,Bianca Campos,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Pix,Maria Fernanda Alves,Norte,Pendente
25/08/2024,0490,919,Bárbara Pires,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Dinheiro,Sr. Pedro Lucas da Costa,Sul,Concluída
08/06/2024,0491,438,Nina Pires,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Dinheiro,Bryan Castro,Sudeste,Pendente
24/02/2024,0492,288,Nicolas Nogueira,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Transferência,Dr. Ian Cunha,Norte,Pendente
06/04/2024,0493,728,Pedro Cardoso,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Transferência,Marcos Vinicius Gomes,Sudeste,Concluída
29/10/2024,0494,821,Srta. Mirella Jesus,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Pix,Luiz Henrique Silva,Norte,Pendente
14/03/2024,0495,204,Sra. Evelyn Barros,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Pix,Luiz Felipe Nogueira,Nordeste,Cancelada
13/02/2024,0496,216,Luiz Felipe Cardoso,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Pix,Alana Moreira,Sul,Cancelada
02/05/2024,0497,725,João Pedro Peixoto,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Cartão,Sr. Vitor Hugo Ribeiro,Centro-Oeste,Cancelada
26/10/2024,0498,965,Anthony Campos,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Dinheiro,Francisco da Rosa,Centro-Oeste,Pendente
16/01/2024,0499,704,João Vitor Santos,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Pix,Pedro Lucas Santos,Norte,Concluída
24/10/2024,0500,412,Lara Nunes,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Pix,Pedro Miguel Teixeira,Nordeste,Pendente
27/07/2024,0501,497,Brenda Freitas,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Dinheiro,Henrique Cardoso,Sul,Cancelada
17/07/2024,0502,533,Davi Lucas Teixeira,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Dinheiro,Dr. Nicolas Campos,Sul,Concluída
30/04/2024,0503,601,Sra. Sabrina Duarte,Teclado RGB,2005,Acessórios,300.0,2,600.0,Dinheiro,Felipe Carvalho,Centro-Oeste,Cancelada
17/06/2024,0504,734,Lorenzo Caldeira,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Cartão,Raul da Luz,Sudeste,Concluída
16/02/2024,0505,299,Thales Cunha,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Transferência,Srta. Bruna Sales,Sudeste,Pendente
14/05/2024,0506,603,Manuela Ferreira,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Transferência,João Lucas Costela,Nordeste,Concluída
18/10/2024,0507,678,Thomas Costa,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Pix,Isaac Pereira,Norte,Cancelada
15/04/2024,0508,330,Ana Clara Ferreira,Teclado RGB,2005,Acessórios,300.0,2,600.0,Transferência,Dra. Marina Cardoso,Sul,Pendente
11/07/2024,0509,891,Maitê Moreira,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Cartão,Luiz Felipe da Cunha,Sul,Concluída
22/05/2024,0510,374,Fernando Cavalcanti,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Cartão,Nicole Correia,Sudeste,Pendente
29/03/2024,0511,323,Dra. Agatha Barbosa,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Dinheiro,Felipe Barbosa,Centro-Oeste,Concluída
02/07/2024,0512,560,Dr. Davi Lucas da Luz,Teclado RGB,2005,Acessórios,300.0,3,900.0,Cartão,Marcos Vinicius Peixoto,Sudeste,Concluída
28/03/2024,0513,894,Sr. Kaique Lopes,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Pix,Breno Moura,Sul,Pendente
16/02/2024,0514,538,Nicole Barros,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Dinheiro,Enzo Gabriel Silveira,Nordeste,Concluída
18/01/2024,0515,924,Ana Clara Rezende,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Pix,Yago Lima,Sul,Cancelada
07/05/2024,0516,711,Marcos Vinicius Ramos,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Pix,João Lucas da Paz,Centro-Oeste,Pendente
23/04/2024,0517,373,Valentina Jesus,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Transferência,Dra. Elisa Rezende,Norte,Cancelada
23/05/2024,0518,987,Luna da Paz,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Dinheiro,Dra. Sophie Farias,Nordeste,Pendente
28/02/2024,0519,429,Juan Araújo,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Transferência,Marcelo Monteiro,Nordeste,Pendente
03/09/2024,0520,747,Srta. Helena Almeida,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Transferência,Isis Lima,Sudeste,Concluída
